Company,Website,Jobs,Capex_M,Location,County,State,Sector,Date,URL,Notes,FDI_Origin
Micron,micron.com,2000,60000,Boise area,Ada,Idaho,Semiconductors,2025,https://www.manufacturingdive.com/news/major-factory-construction-projects-to-watch-in-2026/809448/,Part of $200B US investment; 2 fabs; memory chips; production 2027; CHIPS Act $6.4B,
Cronus Chemicals,cronuschemicals.com,130,2000,Tuscola,Douglas,Illinois,Food & Beverage,2025-08,https://businessfacilities.com/deal-of-the-year-2025-impact-awards/,$2B ammonia fertilizer; 950K tons/year; carbon capture; 1500-2000 construction jobs,
AbbVie,abbvie.com,50,195,North Chicago,Lake,Illinois,Life Sciences & Pharma,2025,https://news.abbvie.com/2025-08-12-AbbVie-Announces-195-Million-Investment-to-Expand-Active-Pharmaceutical-Ingredient-Manufacturing-in-the-U-S,API manufacturing expansion; chemical synthesis; part of $10B+ US manufacturing push,Switzerland
Tangent,tangentmaterials.com,110,50,Montgomery,Kane,Illinois,Advanced Manufacturing,2026-02,https://hbsdealer.com/tangent-technologies-expanding-illinois,Recycled plastic lumber; 1.5M sq ft facility; EDGE agreement; Feb 2026,
Amazon,amazon.com,1100,15000,Northern Indiana,Lake,Indiana,Data Centers,2025-11,https://www.aboutamazon.com/news/company-news/amazon-15-billion-indiana-data-centers,AI data center campuses; largest investment in state,
Meta,meta.com,300,10000,Lebanon,Boone,Indiana,Data Centers,2026-02,https://indianacapitalchronicle.com/2026/02/11/details-on-long-expected-meta-data-center-campus-unveiled/,LEAP District; 15 buildings; 1GW facility; groundbreaking today,
Roche Diagnostics,roche.com,200,550,Indianapolis,Marion,Indiana,Life Sciences & Pharma,2025-05,https://www.indyecondev.com/news-blog/roche-diagnostics-announces-550-million-expansion-in-indianapolis-strengthening-us-manufacturing-and-health-innovation,Swiss; CGM manufacturing; hundreds of jobs,Switzerland
John Deere,deere.com,150,125,Lowell,Lake,Indiana,Logistics & Distribution,2026-01,https://www.wbiw.com/2026/01/28/gov-mike-braun-welcomes-john-deere-expansion-to-northwest-indiana-150-new-hoosier-jobs/,1.2M sq ft distribution center; I-65 access,
Caterpillar,caterpillar.com,50,5,Lafayette,Tippecanoe,Indiana,Advanced Manufacturing,2025-10,https://www.purdueexponent.org/city_state/events/indiana-governor-mike-braun-caterpillar-lafayette/article_3985523d-b8ca-45ce-8618-b12c3a80762a.html,Facility expansion; completion end of 2026,
Sioux Honey,siouxhoney.com,70,130,Sioux City,Woodbury,Iowa,Food & Beverage,2025-12,https://opportunityiowa.gov/press-release/2025-12-19/ieda-board-approves-funding-companies-quality-life-initiatives-and-startup-services,World's largest beekeeper co-op; Sue Bee brand; $2M forgivable loan,
Electro Freeze (H.C. Duke),,200,7,Davenport,Scott,Iowa,Food & Beverage,2025-12,https://opportunityiowa.gov/press-release/2025-12-19/ieda-board-approves-funding-companies-quality-life-initiatives-and-startup-services,Relocating from Illinois; 300K sq ft facility; foodservice equipment,
International Paper,internationalpaper.com,90,260,Waterloo,Black Hawk,Iowa,Packaging,2025-01,https://opportunityiowa.gov/press-release/2025-01-17/ieda-board-approves-assistance-two-manufacturers-two-startups-and-two-community-development-projects,900K sq ft corrugated products facility,
TPI Composites,,320,3.2,Newton,Jasper,Iowa,Energy & Grid,2025-01,https://opportunityiowa.gov/press-release/2025-01-17/ieda-board-approves-assistance-two-manufacturers-two-startups-and-two-community-development-projects,Wind turbine blades; restarting production; $500K forgivable loan,
Robinson Inc,robinsoninc.com,100,75.8,Altoona,Polk,Iowa,Advanced Manufacturing,2025-09,https://opportunityiowa.gov/press-release/2025-09-19/ieda-board-approves-assistance-six-established-companies-three-startups-and-six-community-quality,Relocating from Wisconsin; 800K sq ft facility,
LMT Defense,,34,5.5,Eldridge,Scott,Iowa,Aerospace & Defense,2025-09,https://opportunityiowa.gov/press-release/2025-09-19/ieda-board-approves-assistance-six-established-companies-three-startups-and-six-community-quality,Lewis Machine & Tool; plating/coating expansion; rifle to cannon barrels,
New Horizon Cuisine,,11,14.5,Ankeny,Polk,Iowa,Food & Beverage,2025-09,https://opportunityiowa.gov/press-release/2025-09-19/ieda-board-approves-assistance-six-established-companies-three-startups-and-six-community-quality,Sauce and flavor manufacturer; 30K sq ft facility,
Dexter Laundry,,100,22.5,Fairfield,Jefferson,Iowa,Advanced Manufacturing,2025-09,https://opportunityiowa.gov/press-release/2025-09-19/ieda-board-approves-assistance-six-established-companies-three-startups-and-six-community-quality,Employee-owned; commercial laundry equipment; paint system expansion,
Morrison Weighing Systems,,11,1.5,Coralville,Johnson,Iowa,Advanced Manufacturing,2025-12,https://opportunityiowa.gov/press-release/2025-12-19/ieda-board-approves-funding-companies-quality-life-initiatives-and-startup-services,Relocating from Illinois; weighing/labeling systems,
Kraft Heinz,kraftheinzcompany.com,404,48,Muscatine,Muscatine,Iowa,Food & Beverage,2025-11,https://opportunityiowa.gov/press-release/2025-11-21/ieda-board-approves-assistance-three-companies-quality-life-projects-and-amended-reinvestment,Oldest Kraft facility; infrastructure modernization; job retention; $2M forgivable loan,
Red Cedar Steel,,30,8,Waterloo,Black Hawk,Iowa,Advanced Manufacturing,2025-Q4,https://www.iowaeda.com/iowa-news/ieda-jan2025/,Steel fabrication; IEDA board approved,
HF Rubber,,19,1.6,Topeka,Shawnee,Kansas,Advanced Manufacturing,2026-02,https://www.kmaj1440.com/2026/02/11/71-million-impact-new-jobs-expected-as-rubber-company-expands-in-topeka/,$71M economic impact; rubber machinery; 65+ years in Topeka,
Panasonic,panasonic.com,4000,4000,De Soto,Johnson,Kansas,Battery & Storage,2025,https://www.kansascommerce.gov/2025/07/governor-kelly-celebrates-grand-opening-of-panasonic-ev-battery-manufacturing-facility-in-de-soto/,Japanese; largest EV battery plant; opened July 2025; Tesla supplier; 8000 total jobs w/suppliers,Japan
Three Dog Brands,threedogbrands.com,50,15,Kansas City area,,Kansas,Food & Beverage,2026-01,https://www.petfoodindustry.com/news-newsletters/pet-food-news/news/15814770/three-dog-brands-opens-us-manufacturing-facility,Pet food/treats manufacturer; new US manufacturing facility; 2025 expansion,
GM Fairfax,gm.com,200,30,,Wyandotte,Kansas,Automotive & EV,2026-01,https://www.cbtnews.com/gm-invests-30m-in-fairfax-assembly-workforce,Workforce investment; new vehicle launches,
Ford Motor Company,ford.com,2200,2000,Louisville,Jefferson,Kentucky,Automotive & EV,2025,https://businessfacilities.com/deal-of-the-year-2025-impact-awards/,'Assembly tree' EV platform; transforming LAP; 15-40% faster assembly,
GE Appliances,ge.com,800,490,Louisville,Jefferson,Kentucky,Advanced Manufacturing,2025-08,https://pressroom.geappliances.com/news/ge-appliances-announces-historic-3-billion-investment-to-expand-u-s-manufacturing,Chinese (Haier); moving washer production from China; part of $3B US investment,China
Tate Inc./Kingspan,kingspan.com,400,76,Glasgow,Barren,Kentucky,Data Centers,2025-10,https://lexingtonky.news/2026/02/03/gov-beshear-joins-tate-inc-to-celebrate-largest-job-creation-project-in-barren-county-in-18-years-76-million-investment-creating-400-full-time-jobs/,Irish; data center interior infrastructure; largest job creation in county in 18 years,
Shinsung ST USA,shinsung.co.kr,100,53.5,Simpson County,Simpson,Kentucky,Battery & Storage,2025-03,https://ced.ky.gov/Newsroom/NewsPage/20250327_Shinsung,Korean; energy storage solutions,South Korea
James Composites,,25,5.8,Marshall County,Marshall,Kentucky,Advanced Manufacturing,2026-02,https://www.wsiltv.com/news/gov-beshear-james-composites-to-invest-5-8m-in-marshall-county-create-25-jobs/,Marine composites; Tennessee River access,
Hyundai Steel,hyundaisteel.com,1400,5800,Ascension,Ascension,Louisiana,Metals & Steel,2025-Q4,https://www.opportunitylouisiana.gov/news/hyundai-steel-louisiana,Korean; first NA manufacturing; Platinum Deal of Year,South Korea
Saronic Technologies,saronic.com,1500,300,Franklin,St. Mary,Louisiana,Aerospace & Defense,2025-12,https://www.opportunitylouisiana.gov/news/saronic-technologies-investing-300-million-to-expand-franklin-shipyard-creating-3200-jobs-in-louisianas-bayou-region,Autonomous surface vessels; avg salary $88K,
Walmart,walmart.com,200,330,Opelousas,St. Landry,Louisiana,Logistics & Distribution,2026-01,https://www.opportunitylouisiana.gov/news/louisiana-attracts-major-walmart-reinvestment-in-acadiana-distribution-center,Distribution center modernization; doubles shipping capacity,
SLB,slb.com,600,30,Shreveport,Caddo,Louisiana,Data Centers,2025-12,https://www.opportunitylouisiana.gov/news/slb-doubles-shreveport-footprint-to-support-global-digital-infrastructure-and-data-center-growth,Digital infrastructure; former GM plant,
Ampirical,ampirical.com,400,20,Southeast Louisiana,St. Tammany,Louisiana,Energy & Grid,2026-01,https://www.opportunitylouisiana.gov/news/ampirical-to-build-corporate-headquarters-create-400-jobs-in-louisiana,Grid engineering HQ; supports Entergy/Meta data center; $500M company; GRID!,
Viking Attachments,,14,0.16,Morgan City,St. Mary,Louisiana,Advanced Manufacturing,2026-01,https://www.opportunitylouisiana.gov/news/viking-attachments-expands-to-full-scale-u-s-manufacturing-and-testing-operations-in-morgan-city,Pile drivers; marine/infrastructure,
Hut 8,hut8.com,250,10000,West Feliciana,West Feliciana,Louisiana,Data Centers,2025-12,https://www.opportunitylouisiana.gov/news/hut-8-selects-southeast-louisiana-as-site-of-10-billion-artificial-intelligence-data-center,$10B AI data center; Google Fluidstack backed,
ElementUSA,elementusa.com,200,850,Southeast LA,St. James,Louisiana,Metals & Steel,2025-12,https://www.opportunitylouisiana.gov/news/louisiana-secures-elementusas-850-million-investment-decision-advancing-u-s-critical-minerals-supply-chain,Rare earth and critical mineral refining,
Epic Piping,epicpiping.com,100,25,Livingston,Livingston,Louisiana,Advanced Manufacturing,2025-12,https://www.opportunitylouisiana.gov/news/epic-piping-expands-louisiana-operations-to-support-the-states-growing-data-center-and-energy-sectors,HQ expansion; nat gas/nuclear/data center markets,
Plastipak Packaging,plastipak.com,100,53.8,Central LA,,Louisiana,Packaging,2025,https://www.opportunitylouisiana.gov/news/plastipak-packaging-announces-53-8-million-expansion-at-central-louisiana-manufacturing-facility,Manufacturing expansion; Q4 2026 completion,
Pipe & Steel Industrial,pipesteel.com,20,5,Denham Springs,Livingston,Louisiana,Advanced Manufacturing,2025,https://www.opportunitylouisiana.gov/news/4-3-million-pipe-steel-expansion-to-result-in-97-new-manufacturing-jobs-in-livingston-parish,Pipe fabrication expansion; $62K avg salary; Nov 2025,
Meta,meta.com,100,10000,Monroe,Ouachita,Louisiana,Data Centers,2025-Q4,https://www.opportunitylouisiana.gov/news/meta-data-center-louisiana,$10B AI data center; Northeast Louisiana,
MD Manufacturing 4.0,,25,2.0,Statewide,,Maryland,Advanced Manufacturing,2026-02,https://www.pgcedc.com/pressroom/2026/2/2/maryland-manufacturing,$2M in grants to 24 manufacturers for automation/digitization,
Samsung Biologics,samsungbiologics.com,500,280,Rockville,Montgomery,Maryland,Life Sciences & Pharma,2026-01,https://governor.maryland.gov/news/press/pages/Governor-Moore-Welcomes-First-Samsung-Biologics-U-S--Manufacturing-Site.aspx,First US manufacturing site; acquiring GSK facility; 500 jobs retained; drug substance manufacturing,South Korea
Kratos Defense,kratosdefense.com,100,25,Princess Anne,Somerset,Maryland,Aerospace & Defense,2026-01,https://www.kratosdefense.com/newsroom/kratos-opens-new-55000-square-foot-state-of-the-art-hypersonic-system-manufacturing-and-payload-integration-facility-in-princess-anne-maryland,"55,000 sq ft hypersonic system manufacturing & payload integration facility; Jan 2026 opening",
AstraZeneca,astrazeneca.com,150,300,Rockville,Montgomery,Maryland,Life Sciences & Pharma,2025,https://www.pharmaceutical-technology.com/projects/astrazeneca-cell-therapy-manufacturing-facility-maryland-usa/,UK; cell therapy; opened May 2025,United Kingdom
Syngene International,syngeneintl.com,300,50,Baltimore,Baltimore City,Maryland,Life Sciences & Pharma,2026,https://www.bizjournals.com/baltimore/news/2025/08/12/syngene-international-baltimore-emergent-plant.html,Indian pharma; first US venture; former Emergent site; Aug 2025,India
TransMedics,,600,18.0,Somerville,Middlesex,Massachusetts,Life Sciences & Pharma,2026-01,https://www.areadevelopment.com/newsItems/1-16-2026/transmedics-group-somerville-massachusetts.shtml,Medical devices; $18M tax incentives; organ transplant tech,
Moderna,modernatx.com,250,140,Norwood,Norfolk,Massachusetts,Life Sciences & Pharma,2025-Q4,https://www.pharmexec.com/view/moderna-investing-140-million-massachusetts-manufacturing-facility,mRNA vaccines; manufacturing expansion; hundreds of jobs,
DuPont/DDP,dupont.com,82,24.5,Midland,Midland,Michigan,Automotive & EV,2026-01,https://www.expansionsolutionsmagazine.com/104-new-jobs-44-5-million-in-investment-headed-to-michigan/,EV supply chain; 6000 sq ft expansion,
Legacy Port Huron Paper,,22,20,Port Huron,St. Clair,Michigan,Advanced Manufacturing,2026-01,https://www.expansionsolutionsmagazine.com/104-new-jobs-44-5-million-in-investment-headed-to-michigan/,BMI Group subsidiary; food-grade packaging,
Volkswagen,,200,13,Auburn Hills,Oakland,Michigan,Automotive & EV,2026-01,https://www.clickondetroit.com/news/local/2026/01/27/gov-whitmer-announces-support-for-13m-volkswagen-deal-that-will-keep-900-jobs-in-oakland-county/,German; 900+ jobs retained,Germany
MOTIV Bowling,,90,9,Roosevelt Park,Muskegon,Michigan,Advanced Manufacturing,2026-02,https://www.expansionsolutionsmagazine.com/two-expansions-bring-115-jobs-and-13-4m-investment-to-michigan/,96K sq ft facility; bowling equipment; export hub,
Oerlikon,oerlikon.com,67,50,Plymouth,Wayne,Michigan,Advanced Manufacturing,2026-01,https://www.oerlikon.com/en/about-us/media/press-releases/oerlikon-strengthens-michigan-footprint-with-continued-investment/,Swiss; additive manufacturing; surface solutions; aerospace/defense,Switzerland
Louisiana-Pacific,ldc.com,100,157,North Branch,Chisago,Minnesota,Paper & Forest Products,2026-02,https://finance-commerce.com/2026/02/louisiana-pacific-157m-plant-north-branch-minnesota/,Flagship wood products plant; seeking MN Forward Fund aid,
Sofidel,sofidel.com,160,200,Duluth,St. Louis,Minnesota,Paper & Forest Products,2024-10,https://www.cbsnews.com/minnesota/news/duluth-sofidel-manufacturer-expansion-jobs/,Italian; paper towels/tissues; 600K sq ft expansion; FDI - just before cutoff but major,Italy
Forgent Power Solutions,forgentpower.com,300,1500.0,Dayton,Hennepin,Minnesota,Energy & Grid,2026-02,https://www.startribune.com/the-new-twin-cities-company-that-set-a-minnesota-record-with-15b-ipo/601579303,$1.5B IPO; expanding HQ with manufacturing - GRID,
Niron Magnetics,nironmagnetics.com,175,150,Sartell,Stearns,Minnesota,Advanced Manufacturing,2025,https://www.nironmagnetics.com/news/niron-magnetics-receives-minnesota-forward-fund-award-to-advance-sartell-manufacturing-facility,Rare-earth-free magnet manufacturing; $10M state grant; largest private investment in Sartell in decades,
xAI,x.ai,500,20000,Southaven,DeSoto,Mississippi,Data Centers,2026-01,https://governorreeves.ms.gov/tech-leader-xai-investing-more-than-20-billion-in-southaven/,Elon Musk; 2GW AI data center MACROHARDRR; operations Feb 2026; largest MS project ever,
Siemens Energy,siemens-energy.com,300,300,Pearl,Rankin,Mississippi,Energy & Grid,2026-02,https://mississippi.org/news/siemens-energy-expanding-presence-in-rankin-county-constructing-new-facility/,German; high-voltage switchgear; part of $1B US expansion - GRID,Germany
Amazon,amazon.com,200,3000,Vicksburg,Warren,Mississippi,Data Centers,2025-11,https://medc.ms/announcements/article/amazon-to-invest-3-billion-to-build-data-center-in-warren-county,Data center campus,
Entergy Mississippi,entergy.com,150,1200,Vicksburg,Warren,Mississippi,Energy & Grid,2025-10,https://medc.ms/announcements/article/a-historic-power-move-1.2b-investment-by-entergy-breaks-all-records-in-warren-county,New power plant; record Warren County investment - GRID,
Howard Industries,howard-ind.com,450,236,Clarke/Jones/Simpson,Clarke,Mississippi,Energy & Grid,2025-06,https://medc.ms/announcements/article/howard-industries-investing-236-million-in-clarke-jones-and-simpson-counties-mda,Electrical transformer expansion - GRID,
BWC Terminals,bwcterminals.com,25,316,Pascagoula,Jackson,Mississippi,Energy & Grid,2025-12,https://medc.ms/announcements/article/bwc-terminals-locating-terminal-facility-in-pascagoula,Liquid storage and logistics,
Toyota,toyota.com,125,125,Blue Springs,Union,Mississippi,Automotive & EV,2025-11,https://medc.ms/announcements/article/toyota-is-investing-125-million-to-expand-its-plant-in-blue-springs,Hybrid vehicle expansion,Japan
Canfor,canfor.com,200,245,Waynesboro,Wayne,Mississippi,Paper & Forest Products,2025-09,https://www.clarionledger.com/story/business/2025/09/09/southeast-mississippi-wood-products-company-intends-to-invest-245-million-to-expand/86059697007/,Southern yellow pine sawmill; completion Oct 2026,
SRC Technologies,,25,1.0,Springfield,,Missouri,Aerospace & Defense,2026-01,https://evertiq.com/news/2026-01-16-src-wins-1m-grant-to-create-new-electronics-assembly-line,$1M grant; PCB assembly line; remanufacturing,
BD (Becton Dickinson),bd.com,120,110,Columbus,Platte,Nebraska,Life Sciences & Pharma,2025,https://www.stocktitan.net/news/BDX/bd-announces-110-million-to-support-u-s-pharmaceutical-supply-chain-72a0ogvjykhr.html,Glass prefillable syringes; GLP-1 drug demand; supply mid-2026,
Switch,switch.com,100,85.5,North Las Vegas,Clark,Nevada,Data Centers,2025-Q4,https://www.reviewjournal.com/business/data-center-owner-switch-buys-176-acres-in-north-las-vegas-3608455/,176 acres at Apex Industrial Park; expansion,
Hitchiner,hitchiner.com,70,30,Milford,Hillsborough,New Hampshire,Aerospace & Defense,2026-01,https://bostonrealestatetimes.com/hitchiner-manufacturing-opens-new-57000-square-foot-shared-services-facility-designed-and-built-by-procon/,Investment castings; new 57K sq ft shared services facility; aerospace/defense,
Merck,merck.com,500,3500,Rahway,Union,New Jersey,Life Sciences & Pharma,2025,https://www.pharmexec.com/view/merck-planning-70-billion-investment-us-expansion,HQ expansion; part of $70B US expansion,
Celltrion,celltrion.com,500,18000,Branchburg,Somerset,New Jersey,Life Sciences & Pharma,2026-01,https://koreajoongangdaily.joins.com/news/2026-01-15/business/industry/Celltrion-to-internalize-US-production-with-18B-investment-in-New-Jersey-facility-/2500855,Korean; $18B over 10 years; 132K liter capacity; acquired facility,South Korea
Castelion,https://www.castelion.com/,300,220,Sandoval County,Sandoval,New Mexico,Aerospace & Defense,2026-01,https://www.prnewswire.com/news-releases/castelion-breaks-ground-on-project-ranger-advancing-scaled-hypersonic-manufacturing-in-new-mexico-302667290.html,Project Ranger; 1000-acre campus; 21 buildings; solid rocket motors; $650M economic impact over decade,
CMP Advanced Mechanical Solutions,,62,8.8,Binghamton,Broome,New York,Battery & Storage,2026-02,https://esd.ny.gov/esd-media-center/press-releases/empire-state-development-announces-canadian-firm-cmp-advanced,Canadian; battery storage manufacturing; modernization,Canada
Reju,reju.com,70,390,Rochester,Monroe,New York,Advanced Manufacturing,2026-01,https://esd.ny.gov/esd-media-center/press-releases/governor-hochul-announces-french-company-reju-selects-new-york,French; textile regeneration hub; Eastman Business Park; circular economy,France
Micron,micron.com,9000,100000,Clay,Onondaga,New York,Semiconductors,2026-01,https://esd.ny.gov/esd-media-center/press-releases/promise-progress-governor-hochul-celebrates-groundbreaking-microns,Memory chips; largest investment in NY history; groundbreaking Jan 2026 [Jobs: Adjusted from 50K (20-year) to 9K (Phase 1)],
GlobalFoundries,gf.com,1500,12000,Malta,Saratoga,New York,Semiconductors,2025,https://www.bizjournals.com/albany/news/2026/01/29/skilled-workforce-saratoga-county-ny.html,$15B facility + $12B expansion planned,
JetZero,jetzero.aero,14500,4700,Greensboro,Guilford,North Carolina,Aerospace & Defense,2026-01,https://edpnc.com/news/jetzero/,All-wing Z4 aircraft; largest job announcement in NC history; HQ moving from CA,
Johnson & Johnson,jnj.com,500,2000,Wilson,Wilson,North Carolina,Life Sciences & Pharma,2026-01,https://edpnc.com/news/johnson-johnson-building-another-multibillion-dollar-facility-in-wilson-county-creating-up-to-500-new-jobs/,2nd major Wilson facility; oncology/neurological drugs,
Scout Motors,scoutmotors.com,1200,207,Charlotte,Mecklenburg,North Carolina,Automotive & EV,2025-12,https://governor.nc.gov/news/press-releases/2025/11/12/governor-stein-announces-new-headquarters-scout-motors-creating-1200-jobs-mecklenburg-county,Corporate HQ; VW-backed EV manufacturer reviving Scout brand; Nov 2025 announcement,
Environmental Air Systems,,300,20,Asheboro,Randolph,North Carolina,Advanced Manufacturing,2026-01,https://edpnc.com/news/environmental-air-systems-randolph-county/,HVAC modular mfg; Comfort Systems subsidiary,
Eco King Solutions (Kingsun),,515,80.5,Robbinsville,Graham,North Carolina,Advanced Manufacturing,2025-Q4,https://edpnc.com/news/eco-king-solutions-announcement/,Chinese; biodegradable paper tableware; first US facility,China
Citigroup Technology,,510,16,Charlotte,Mecklenburg,North Carolina,Financial Services,2025-Q4,https://edpnc.com/news/citigroup-technology-announcement/,Tech hub; $130K avg salary,
Vulcan Elements,https://vulcanelements.com/,1000,918,Benson,Johnston,North Carolina,Aerospace & Defense,2026-01,https://edpnc.com/news/new-jobs-north-carolina/,Rare earth magnets; largest magnet factory outside China,China
Maersk,maersk.com,520,16,Charlotte,Mecklenburg,North Carolina,Logistics & Distribution,2026-01,https://edpnc.com/news/new-jobs-north-carolina/,Danish; NA HQ; shipping/logistics,
FIT Precast,fitprecast.com,125,102,Gastonia,Gaston,North Carolina,Advanced Manufacturing,2026-01,https://edpnc.com/news/new-jobs-north-carolina/,Concrete products HQ; most advanced precast facility in US,
Aspida Financial,aspida.com,1000,28,Durham,Durham,North Carolina,Financial Services,2026-01,https://edpnc.com/news/new-jobs-north-carolina/,Life insurance/annuity; HQ relocation,
Chatsworth Products,,150,15,New Bern,Craven,North Carolina,Data Centers,2026-02,https://www.witn.com/2026/02/12/ribbon-cutting-held-craven-county-manufacturing-investment/,Employee-owned; server racks/cable management; 100K sq ft expansion,
Genentech,gene.com,400,700,Holly Springs,Wake,North Carolina,Life Sciences & Pharma,2025-05,https://edpnc.com/news/genentech-announcement/,Roche subsidiary; first East Coast plant; biologics,Switzerland
GE Aerospace,https://www.geaerospace.com/,44,101,NC statewide,Durham,North Carolina,Aerospace & Defense,2025-04,https://edpnc.com/news/ge-aerospace-investment/,Investment in NC facilities; turbine engines,
Novartis,novartis.com,700,771,Durham/Wake,Durham,North Carolina,Life Sciences & Pharma,2025-11,https://governor.nc.gov/news/press-releases/2025/11/19/novartis-expand-us-manufacturing-footprint-durham-and-wake-counties-adding-700-jobs-771-million,Swiss; gene therapies; $111K avg salary,Switzerland
Pennsylvania Transformer Technology,patransformer.com,217,102.5,Raeford,Hoke,North Carolina,Energy & Grid,2025-02,https://governor.nc.gov/news/press-releases/2025/02/17/governor-stein-announces-102-million-expansion-domestic-transformer-manufacturer-raeford,Domestic transformer mfg - GRID! 🔌,
BorgWarner,borgwarner.com,193,75,Henderson County,Henderson,North Carolina,Automotive & EV,2025-10,https://governor.nc.gov/news/press-releases/2025/10/28/borgwarner-selects-henderson-county-75-million-industrial-operations-expansion,Industrial products; advanced manufacturing,
CITEL America,,57,12.5,Hillsborough,Orange,North Carolina,Advanced Manufacturing,2025-11,https://governor.nc.gov/news/press-releases/2025/11/26/french-industrial-manufacturer-relocate-its-north-american-operations-hillsborough-creating-57-jobs,French; surge protection; NA HQ relocation,France
Roche,roche.com,400,2000,Holly Springs,Wake,North Carolina,Life Sciences & Pharma,2026-01,https://www.reuters.com/business/healthcare-pharmaceuticals/global-drugmakers-rush-boost-us-presence-tariff-threat-looms-2025-09-26/,Doubled investment from $700M to $2B,Switzerland
Novartis Gene Therapies,novartis.com,280,540,Durham,Durham,North Carolina,Life Sciences & Pharma,2025-11-19,https://edpnc.com/ncedar/projects/,Swiss; gene therapies,Switzerland
Novartis Gene Therapies,novartis.com,100,231,Raleigh,Wake,North Carolina,Life Sciences & Pharma,2025-11-19,https://edpnc.com/ncedar/projects/,Swiss; gene therapies,Switzerland
Pacific Life Insurance,,301,12.3,,Mecklenburg,North Carolina,Financial Services,2025-10-28,https://edpnc.com/ncedar/projects/,,
Corning Optical Communications,corning.com,132,170,,Catawba,North Carolina,Technology,2025-10-15,https://edpnc.com/ncedar/projects/,Trivium Cable Plant,
Intel,https://intel.com,3000,28000,New Albany,Licking,Ohio,Semiconductors,2022,https://www.jobsohio.com/industries/growth-spotlights/intel-in-ohio,2 new fabs; avg salary $135K; 7K construction jobs; 10K indirect,
AWS,aws.amazon.com,500,10000,Central Ohio,Franklin,Ohio,Data Centers,2025-11,https://www.jobsohio.com/newsroom/ohio-success/10-billion-and-counting-amazon-web-services-cements-ohios-role-as-tech-hub,$10B additional; $23B total by 2030,
Honda/LG Battery,honda.com,400,4200,Jeffersonville,Fayette,Ohio,Automotive & EV,2023-02,https://www.jobsohio.com/newsroom/ohio-success/honda-elevating-ohios-ev-presence,$3.5B battery plant + $700M retooling,
Anduril Industries,https://anduril.com,4008,910,Pickaway County,Pickaway,Ohio,Aerospace & Defense,2025-01,https://www.jobsohio.com/newsroom/ohio-success/ohio-partners-with-anduril-to-rebuild-the-arsenal-for-essential-national-security-needs,Arsenal-1 hyperscale mfg; adj to Rickenbacker,
Louis Dreyfus Company,ldc.com,114,541,Upper Sandusky,Wyandot,Ohio,Food & Beverage,2023,https://www.jobsohio.com/newsroom/ohio-success/upper-sandusky-an-ideal-location-for-500m-soybean-processing-plant,Soybean processing; crushing/refining/lecithin,
Joby Aviation,https://jobyaviation.com,2000,477,Dayton,Montgomery,Ohio,Aerospace & Defense,2023-10,https://www.jobsohio.com/newsroom/ohio-success/joby-aviation-announces-historic-manufacturing-site-in-ohio,140 acres; up to 500 aircraft/year; Dayton Intl Airport,
Nestlé Purina,purina.com,300,550,Williamsburg Township,Clermont,Ohio,Food & Beverage,2022,https://www.jobsohio.com/newsroom/ohio-success/nestle-purina-picks-ohio-as-part-of-broad-growth-plan,Largest Purina facility investment ever; 1.2M sq ft pet food factory; opened early 2025,
Pharmavite,pharmavite.com,225,200,New Albany,Franklin,Ohio,Life Sciences & Pharma,2023,https://www.jobsohio.com/newsroom/ohio-success/the-growth-of-gummies-pharmavites-200m-investment-in-ohio,Nature Made gummies; 225K sqft,
Sheetz,sheetz.com,750,150,Findlay,Hancock,Ohio,Food & Beverage,2025-11,https://www.jobsohio.com/newsroom/ohio-success/sheetz-midwest-push-starts-in-ohio,500K sqft food prep/distribution; spring 2026 completion,
Medpace,medpace.com,1500,150,Cincinnati,Hamilton,Ohio,Life Sciences & Pharma,2025-11,https://www.jobsohio.com/newsroom/ohio-success/medpace-continues-to-grow-in-cincinnati,250K sqft office; 1000-space garage; HQ expansion,
GE Aerospace,https://www.geaerospace.com/,200,127,Cincinnati,Hamilton,Ohio,Aerospace & Defense,2025-01,https://www.jobsohio.com/newsroom/ohio-success/ge-aerospace-investing-in-new-technology-development-for-more-efficient-flight-with-assistance-from-jobsohio-rd-grant,R&D; RISE program; engineering jobs,
Smucker's,jmsmucker.com,35,13,Orrville,Wayne,Ohio,Food & Beverage,2025-11,https://www.jobsohio.com/newsroom/ohio-success/smuckers-expands-its-legacy-in-ohio,R&D facility; Uncrustables brand,
Centrus Energy,centrusenergy.com,300,2000,Piketon,Pike,Ohio,Energy & Grid,2025-09,https://www.jobsohio.com/newsroom/ohio-success/centrus,Uranium enrichment expansion; 1000 construction jobs; multi-billion total,
BJ's Wholesale Club,bjs.com,250,126,Commercial Point,Pickaway,Ohio,Logistics & Distribution,2025-01,https://www.jobsohio.com/newsroom/ohio-success/bjs-wholesale-club-announces-supply-chain-expansion-in-pickaway-county,Ambient distribution center; first OH facility,
Encore Technologies,encorewire.com,170,2,Norwood,Hamilton,Ohio,Data Centers,2025-11,https://www.jobsohio.com/newsroom/ohio-success/encore-technologies-expands-in-cincinnati-again,Data center colocation; $18M payroll; 273 retained,
