"company_name","website","industry","Enrich Company","Name","Website","Employee Count","Size","Description","Industry","Url","Type","Country","Founded","Locality","Address - Locations","Last Refresh","Follower Count"
"Starfish Space","starfishspace.com","Space","Starfish Space","Starfish Space","https://www.starfishspace.com/",86,"51-200 employees","Starfish Space is building the infrastructure for humanity's expansion into Space.

Our Otter servicing vehicle maximizes satellite capabilities through life extension and end of life disposal missions.","Space Research and Technology","https://www.linkedin.com/company/starfish-space","Privately Held","US","2019","Tukwila, Washington","665 Andover Park W, Tukwila, Washington 98188, US","2026-02-03T16:06:57.362Z",16716
"Morpheus Space","morpheus-space.com","Space","Morpheus Space","Morpheus Space","https://morpheus.space",45,"51-200 employees","As space becomes increasingly congested, contested, and competitive, Morpheus Space is tackling the mobility challenges satellite operators face in orbit. 

Our GO-2 FEEP-Based Electric Propulsion system delivers the precision, efficiency, and reliability needed for everything from constellation management to deorbiting. With 40 independent thrusters, built-in redundancy, and a compact plug-and-play design, GO-2 supports sustainable, long-term mission success.  

Through thoughtful innovation, practical engineering, and scalable production, Morpheus Space helps a wide range of customers navigate the complexities of modern space operations.","Defense and Space Manufacturing","https://www.linkedin.com/company/morpheus-space","Privately Held","US","2018","El Segundo, California","Großenhainer Straße 101, Dresden, Saxony 01127, DE","2026-02-03T12:27:19.146Z",13512
"York Space Systems","yorkspacesystems.com","Space","York Space Systems LLC","York Space Systems LLC","http://www.YorkSpaceSystems.com",432,"11-50 employees","York Space Systems was founded to radically improve spacecraft affordability and reliability, transforming and enabling next generation space mission operations worldwide. Today, it is one of the most innovative aerospace companies, specializing in both end-to-end customer solutions and the manufacture of spacecraft platforms. Let’s get to orbit with York’s turn-key complete mission solutions.","Aviation and Aerospace Component Manufacturing","https://www.linkedin.com/company/york-space-systems","Privately Held","US","2014","Denver, CO","1449 7th St., 425, Denver, CO 80204, US","2026-02-03T13:22:58.909Z",17995
"Terran Orbital","terranorbital.com","Space","Terran Orbital Corporation","Terran Orbital Corporation","https://TerranOrbital.com",415,"501-1,000 employees","Terran Orbital is a leading manufacturer of small satellites primarily serving the United States and Allied aerospace and defense industries. Terran Orbital provides end-to-end satellite solutions by combining satellite design, production, launch planning, mission operations, and in-orbit support to meet the needs of the most demanding military, civil, and commercial customers. Learn more at www.terranorbital.com.","Defense and Space Manufacturing","https://www.linkedin.com/company/terranorbital","Public Company","US","2013","Irvine, California","15330 Barranca Pkwy, Irvine, California 92618, US","2026-02-03T14:33:55.473Z",41230
"Astranis","astranis.com","Space","Astranis Space Technologies","Astranis Space Technologies","https://www.astranis.com",487,"201-500 employees","Astranis builds low-cost satellites for high orbits.

Our first product, MicroGEO, offers the world’s lowest-cost satellite broadband. Operating in geostationary orbit, each MicroGEO satellite can provide dedicated satellites to small and medium-sized countries, Fortune 1000 companies, and other commercial customers. Astranis has built a $1 billion backlog for 12+ MicroGEO satellites launching over the next two years.

Astranis also offers services across orbits and use cases. With contracts in place with Space Force, NASA, and other government partners, Astranis is working across MEO and GEO to support government science, PNT, and communications missions.

Astranis has raised $750 million from top global investors and employs a team of over 400 engineers and builders, headquartered at Historic Pier 70 in San Francisco, California.","Space Research and Technology","https://www.linkedin.com/company/astranis","Privately Held","US","2015","San Francisco, California","575 20th St, San Francisco, California 94107, US","2026-02-03T13:43:04.901Z",48690
"Turion Space","turionspace.com","Space","Turion Space","Turion Space","http://www.turionspace.com",173,"51-200 employees","Turion Space is building the infrastructure to secure and sustain the future of space.  Founded to address the growing need for space domain awareness, in-space servicing, and debris mitigation, Turion designs, builds, and operates spacecraft with real-world operational capability.  Our vehicles are built for national security and commercial missions that require speed, autonomy, and resilience.

We believe the next chapter of space operations will be defined by who can act, not just observe. That’s why we’re focused on building platforms that move fast, adapt in orbit, and solve problems ranging from satellite servicing to tactical intelligence gathering.  

We successfully launched our DROID.001 satellite in June 2023 and DROID.002 in March 2025.  DROID.003 is scheduled for launch in 2026.

https://x.com/TurionSpace
https://www.youtube.com/@TURIONSPACE
https://www.instagram.com/turionspace/","Defense and Space Manufacturing","https://www.linkedin.com/company/turion-space","Privately Held","US","2021","Irvine, California","5 Technology Dr, Irvine, California 92618, US","2026-02-03T14:16:08.626Z",14823
"Pixxel","pixxel.space","Space","Pixxel","Pixxel","https://pixxel.space",344,"201-500 employees","Pixxel is a global space data company operating the world’s highest-resolution commercial hyperspectral imaging constellation. With six commercial satellites in orbit, we aim to deliver sharper, richer insights for a healthier planet! 

Our data and analytical tools support decision-making across agriculture, energy, environment, and mining sectors, helping the world see more, know more, and act faster.","Defense and Space Manufacturing","https://www.linkedin.com/company/pixxelspace","Privately Held","US","2019","El Segundo, California","2301 Rosecrans Ave, 4150, El Segundo, California 90245, US","2026-02-03T13:55:23.760Z",74624
"D-Orbit","dorbit.space","Space","D-Orbit","D-Orbit","http://www.dorbit.space",430,"201-500 employees","D-Orbit is a global market leader in the space logistics and transportation service industries with a track record of space-proven technologies and successful missions. The company has developed proprietary space logistics technology and transportation solutions to accelerate the growth and development of a trillion-dollar space economy through an incremental strategic approach to the space marketplace to deliver successful customer outcomes today while developing advanced products and services for the needs of tomorrow.

D-Orbit was founded in 2011. With a manifest of future missions fully booked by new and returning customers, the company has already successfully flown over 70 payloads. D-Orbit is the first company to address the logistics needs of the space market. Its forward-thinking view has enabled it to consistently create solutions for its customers that save them money and time, like ION Satellite Carrier, a vehicle that can transport satellites in orbit and release them individually into distinct orbital slots, and a proprietary cloud-based mission control software suite designed to control entire satellite constellations. 

As it looks to the future, D-Orbit is already developing and testing new technologies to extend the life of satellites in orbit, perform active debris removal, enable interplanetary space logistics, and more. D-Orbit is creating an infrastructure that will broaden humankind’s opportunities to operate in space and expand into the solar system.

Privacy policy https://bit.ly/2EPbIM2","Aviation and Aerospace Component Manufacturing","https://www.linkedin.com/company/d-orbit","Privately Held","IT","2011","Fino Mornasco, Como","Viale Risorgimento, 57, Fino Mornasco, Como 22073, IT","2026-02-03T15:50:42.790Z",76738
"Orbex","orbex.space","Space","Orbex","Orbex","http://www.orbex.space",271,"51-200 employees","Orbex is an innovative European space access company, with offices in Forres, London and Copenhagen.","Aviation and Aerospace Component Manufacturing","https://www.linkedin.com/company/orbital-express-launch-limited","Privately Held","GB","2015","Forres, Scotland","Forres Enterprise Park, Forres, Scotland IV36 2AB, GB","2026-02-03T13:52:20.591Z",54298
"Benchmark Space Systems","benchmarkspacesystems.com","Space","Benchmark Space Systems","Benchmark Space Systems","http://www.benchmarkspacesystems.com",55,"51-200 employees","Benchmark Space Systems is a full life cycle in-space mobility provider, delivering products and partnerships from mission planning through decommission. Founded in 2017 to develop green propulsion technologies and bring flexible integrated solutions to the market, the team’s rapid growth and focus on the accessibility and sustainability of a democratized space domain has resulted in a product lineup of turn-key propulsion systems for 3U cubesat through ESPA and OTV class spacecraft in LEO, GEO, and beyond. Benchmark’s patented and proprietary innovations, including flight-proven systems, focus on eliminating customer pain-points and increasing asset value for unparalleled ROI. To explore how Benchmark can help improve your mission, from rapid orbit insertion to advanced RPO (Rendezvous and Proximity Operations) – visitwww.BenchmarkSpaceSystems.com.","Defense and Space Manufacturing","https://www.linkedin.com/company/benchmark-space-systems","Privately Held","US","2017","Burlington, VT","44 Lakeside Ave, Suite 112, Burlington, VT 05401, US","2026-02-03T12:53:06.450Z",7668
"Orbit Fab","orbitfab.com","Space","Orbit Fab","Orbit Fab","http://www.orbitfab.com",107,"11-50 employees","Orbit Fab envisions a thriving in-space market for products and services that support both existing space businesses (communications and Earth observation) and new industries like space tourism, manufacturing, and mining. The first step is achieving ubiquitous availability of satellite propellant in Earth orbit, expanding the operational potential of new and existing space assets and providing unprecedented business model flexibility for satellite owners. The future for satellites is no longer restricted to the fuel they are launched with. It is about getting the fuel and other materials they need, where and when they need it, to accomplish things never before thought possible.","Defense & Space","https://www.linkedin.com/company/orbitfab","Privately Held","US","2018","Boulder, Colorado","Boulder, Colorado, US","2026-02-03T13:52:49.332Z",25338
"Sierra Space","sierraspace.com","Space","Sierra Space","Sierra Space","https://sierraspace.com",1318,"1,001-5,000 employees","Headquartered in Colorado, Sierra Space is a mission-proven Defense Tech company delivering satellite platforms, critical subsystems, reusable spaceplanes, hypersonic technologies, propulsion systems, and infrastructure for the nation’s most critical missions.

With more than three decades of heritage and a record of flight-proven success in space, Sierra Space is trusted by U.S. National Security, Civil customers, and global allies. Our technologies safeguard our nation, sustain human exploration in space, and ensure the freedom of operations beyond Earth.

Sierra Space is defining the new era of Space Defense, strengthening deterrence today and preserving freedom of action for generations to come.","Aviation and Aerospace Component Manufacturing","https://www.linkedin.com/company/sierraspace","Privately Held","US","2021","Louisville, Colorado (CO)","Louisville, Colorado (CO) 80027, US","2026-02-03T16:33:30.455Z",138074
"Axiom Space","axiomspace.com","Space","Axiom Space","Axiom Space","http://www.axiomspace.com",789,"501-1,000 employees","Axiom exists to create a thriving home in space that benefits every human, everywhere.

The International Space Station's life is finite, and the world will soon be in need of a new space station. Axiom, whose leadership has been involved in every ISS mission since the program's inception, is taking on this challenge by supporting expanded utilization of the ISS today while creating the first international commercial space station to later host government astronauts, private companies, and individual explorers alike.

Our low-cost Low Earth Orbit platform access and decades of human spaceflight management experience support the research, testing of exploration-enabling technologies, and in-space manufacturing that will create new opportunities for advanced industries, governments, and educators and enable future human space exploration.

Connect with us:

instagram.com/axiom.space/
twitter.com/axiom_space
facebook.com/axiomspace/","Aviation and Aerospace Component Manufacturing","https://www.linkedin.com/company/axiom-space","Privately Held","US","2016","Houston, Texas","600 Gemini St, Houston, Texas 77058, US","2026-02-03T14:06:41.297Z",162940
"Vast","vastspace.com","Space","Vast","Vast","https://www.vastspace.com",991,"501-1,000 employees","Vast is developing next-generation space stations to ensure continuous human presence in space for America and its allies, enabling advanced microgravity research and manufacturing, and unlocking a new space economy for government, corporate, and private customers. Using an incremental, hardware-rich and low-cost approach, Vast is rapidly developing its multi-module Haven Station. Haven Demo’s 2025 success made Vast the only operational commercial space station company to fly and operate its own spacecraft. Next, Haven-1 is expected to become the world’s first commercial space station when it launches in 2027, followed by additional Haven modules to enable permanent human presence by 2030.

With more than 1,000 employees at its Long Beach, California headquarters and over a billion dollars in private capital invested, Vast has built the facilities required to manufacture and operate America’s next space station. The company plans to develop future habitats for the Moon and Mars, dedicated space stations for government partners, and other crewed systems that will unlock the expanding long-term space economy.","Defense and Space Manufacturing","https://www.linkedin.com/company/vastspace","Privately Held","US","2021","Long Beach, California","Long Beach, California 90806, US","2026-02-03T13:20:14.144Z",84352
"Voyager Space","voyagerspace.com","Space","Voyager Technologies","Voyager Technologies","http://www.voyagertechnologies.com",518,"501-1,000 employees","Voyager is a defense, national security and space technology company, pioneering transformative, mission-critical solutions that redefine possibilities for civil, commercial and government missions. By tackling the most complex challenges, Voyager aims to unlock new frontiers for human progress, fortify national security and protect critical assets from ground to space.","Defense and Space Manufacturing","https://www.linkedin.com/company/voyagertechnologies-inc","Public Company","US","2019","Denver, Colorado","1401 17th St, 12th Floor, Denver, Colorado 80202, US","2026-01-30T05:58:34.303Z",40877
"Astroscale","astroscale.com","Space","Astroscale","Astroscale","http://www.astroscale.com",481,"501-1,000 employees","Founded in 2013, Astroscale is the global leader in on-orbit servicing, dedicated to the secure and sustainable development of space. The company delivers a variety of innovative and scalable on-orbit servicing solutions, including life extension, refurbishment, upgrades, in-situ space situational awareness, end-of-life, and active debris removal. These solutions empower satellite operators to reduce risks, increase returns, and achieve mission success while fostering a sustainable space environment. Astroscale is also defining the economics of on-orbit servicing and collaborating with government and commercial stakeholders to develop norms, regulations, and incentives that promote the sustainable growth of space.

Since its first successful launch in March 2021, Astroscale has proven rendezvous and proximity operations technologies in orbit during the ELSA-d and ADRAS-J missions, establishing the company as a leader in on-orbit servicing.

Astroscale spacecraft have been selected for pioneering missions with JAXA, the U.S. Space Force, the European Space Agency, the UK Space Agency, and Eutelsat. As more satellite operators adopt on-orbit servicing to routinely inspect, relocate, remove, and extend the life of spacecraft, the potential of a circular space economy — and a future of no waste in space — is being unlocked. 

Headquartered in Japan, Astroscale has a global presence with subsidiaries in the United Kingdom, the United States, France, and Israel.","Defense and Space Manufacturing","https://www.linkedin.com/company/astroscale","Public Company","JP","2013","Sumida, Tokyo","Unit 3, 4, 5 Zeus, Harwell Science & Innovation Campus, Rutherford Avenue, Didcot, Oxfordshire OX11 0DF, GB","2026-02-03T13:43:48.911Z",75743
"Capella Space","capellaspace.com","Space","Capella Space","Capella Space","http://www.capellaspace.com",275,"201-500 employees","Capella, an IonQ company, builds trusted space systems that deliver secure, rapid, and actionable Earth intelligence for our allied partners. Powered by IonQ, we’re creating the world’s first quantum-enabled Earth observation network, transforming how intelligence is delivered through innovation, speed, and trust. As the first U.S. company to launch and operate a commercial SAR constellation, Capella provides precise, high-resolution imagery in any condition, day or night, through clouds, smoke, or darkness. We design for speed, sovereignty, and resilience, delivering reliable, low-latency data that empowers governments and global partners to see, decide, and act with confidence in any environment.","Defense and Space Manufacturing","https://www.linkedin.com/company/capellaspace","Privately Held","US","2016","San Francisco, California","438 Shotwell St, San Francisco, California 94110, US","2026-02-03T12:34:47.487Z",62558
"Slingshot Aerospace","slingshotaerospace.com","Space","Slingshot Aerospace","Slingshot Aerospace","https://slingshot.space",187,"51-200 employees","Slingshot Aerospace provides satellite tracking, space traffic coordination, and space modeling and simulation solutions to government and commercial customers around the world. Using mission-critical data, insights, and applications powered by the Slingshot Platform, space operators improve spaceflight safety and optimize their orbital operations. Slingshot’s platform combines data from the Slingshot Global Sensor Network, the Slingshot Seradata satellite and launch database, satellite owner-operators, and other third-party space data providers, to create the most up-to-date representation of space on the market today. This common operating picture of space activities, past, present, and predicted, empowers the world’s leading space operators to better understand what is happening in space and plan their operations. Slingshot is driven by its mission to make space more safe, sustainable, and secure for all. The company was launched in 2017 and has locations in California, Colorado, and the UK.","Technology, Information and Internet","https://www.linkedin.com/company/slingshot-aerospace","Privately Held","US","2017","Colorado Springs, Colorado","5475 Tech Center Dr, Colorado Springs, Colorado 80919, US","2026-02-03T16:49:58.329Z",20927
"HawkEye 360","he360.com","Space","HawkEye 360","HawkEye 360","http://www.he360.com",246,"201-500 employees","HawkEye 360 is equipping defense, intelligence and national security leaders with mission-critical signals intelligence to enable faster, better decision making. By detecting, geolocating, and characterizing radio frequency emissions worldwide, HawkEye 360 delivers trusted domain awareness and early warning indicators to the US Government and allied partners.

Our space-based collection, proprietary signal processing, and AI-powered analytics transform knowledge of RF spectrum into a strategic advantage. Proven by operational mission success, HawkEye 360 is redefining how signals intelligence strengthens national and global security.

HawkEye 360 was founded in 2015 and is headquartered in Herndon, Virginia.","Defense and Space Manufacturing","https://www.linkedin.com/company/hawkeye-360","Privately Held","US","2015","Herndon, Virginia","450 Springpark Pl, Suite 500, Herndon, Virginia 20170, US","2026-02-03T16:15:07.596Z",24732
"ThinkOrbital","thinkorbital.com","Space","ThinkOrbital","ThinkOrbital","https://www.thinkorbital.com",21,"11-50 employees","ThinkOrbital's mission is to defend, service and build in space. Our revolutionary space superiority capability, ThinkX, brings long-range X-ray imaging, material characterization and counterspace operations.

From space domain awareness to real satellite servicing, to huge infrastructure platforms in space, Think Orbital is leading the way in constructing the future and plans on dominating in the currently $1.7T space economy in less than a decade.

ThinkOrbital launched its first spacecraft in May 2024, demonstrating for the first time in human history the ability to autonomously weld in space and completed its second test flight in December 2024.

The company won the prestigious NASA Collaborations for Commercial Space Capabilities-2 Award in 2023 along with SpaceX, Northrup Grumman, Sierra Space & others, has won 6 US Space Force Small Business and Innovative Research Contracts (including a recent Tactical Funding Increase (TACFI) for further development of on-orbit X-ray inspection) and has letters of intent and close relationships with industry leaders like Northrup Grumman, Sierra Space, True Anomaly, Impulse Space, Firefly Aerospace and Astroscale.

ThinkOrbital is led by Colonel Lee Rosen (US Air Force, Ret), who was VP of Launch, Mission & Customer Operations at SpaceX for 11 years; half the employees are ex-SpaceX. Prior to his tenure at SpaceX, Lee had multiple assignments at the NRO & Space Systems Command as well commanded the US Air Force 45th Space Launch Group & 4th Space Launch Squadron, ensuring mission success for all rocket launches out of Cape Canaveral & Vandenberg Space Force Bases.","Aviation and Aerospace Component Manufacturing","https://www.linkedin.com/company/thinkorbital","Privately Held","US","2021","Boulder, Colorado","5721 Arapahoe Ave, Ste 1B, Boulder, Colorado 80303, US","2026-02-05T09:34:02.032Z",9022
"SpinLaunch","spinlaunch.com","Space","SpinLaunch","SpinLaunch","https://www.spinlaunch.com",48,"51-200 employees","SpinLaunch has developed a fundamentally new way to reach space. By leveraging a ground based, kinetic launch system, we deliver constellations of small satellites into Low Earth Orbit at dramatically lower cost and higher cadence than any existing space launch company. 

SpinLaunch is also the first truly environmentally sustainable launch system – delivering less expensive, more scalable access to space.","Aviation and Aerospace Component Manufacturing","https://www.linkedin.com/company/spinlaunch","Privately Held","US","2014","Long Beach, California","4350 E Conant St, Long Beach, California 90808, US","2026-02-03T15:56:21.959Z",38344
"ABL Space Systems","ablspacesystems.com","Space","ABL Space Systems","ABL Space Systems","http://ablspacesystems.com",59,"201-500 employees","We build rockets to launch small satellites","Defense and Space Manufacturing","https://www.linkedin.com/company/abl-space-systems","Privately Held","US","2017","El Segundo, California","224 Oregon St, El Segundo, California 90245, US","2026-02-03T16:12:38.578Z",17614
"SpaceX","spacex.com","Space","SpaceX","SpaceX","http://www.spacex.com",17818,"1,001-5,000 employees","SpaceX designs, manufactures and launches the world’s most advanced rockets and spacecraft. The company was founded in 2002 by Elon Musk to revolutionize space transportation, with the ultimate goal of making life multiplanetary. 

SpaceX has gained worldwide attention for a series of historic milestones. It is the only private company ever to return a spacecraft from low-Earth orbit, which it first accomplished in December 2010. The company made history again in May 2012 when its Dragon spacecraft attached to the International Space Station, exchanged cargo payloads, and returned safely to Earth — a technically challenging feat previously accomplished only by governments. Since then Dragon has delivered cargo to and from the space station multiple times, providing regular cargo resupply missions for NASA.

For more information, visit www.spacex.com.","Aviation and Aerospace Component Manufacturing","https://www.linkedin.com/company/spacex","Privately Held","US","2002","Hawthorne, California","Rocket Road, Hawthorne, California, US","2026-02-03T15:52:28.693Z",3496022
"Northrop Grumman","northropgrumman.com","Space","Northrop Grumman","Northrop Grumman","https://www.northropgrumman.com/",81400,"10,001+ employees","We are a close-knit community of big thinkers collaborating to keep the world safe. Our passion, creativity and expertise bring next-level technology solutions to life in autonomous systems, cyber, C4ISR, strike, space, and logistics and modernization for our customers around the globe. 

On the Northrop Grumman team, you’ll join our pursuit of excellence immersed in a dynamic culture of innovation and respect. Your unique perspective will help achieve our shared vision for the future of global security. Every step of the way, you'll be supported by world-class training, employee resource groups and a comprehensive benefits package that enables greater health and happiness for you and your family.  

Worldwide and across disciplines, we’re challenging what’s possible for technology to protect people and places from undersea to outer space and into cyberspace. And we see the impact of our performance every day. We are Northrop Grumman, and we work on what matters—now, you too can make a difference.
 
Explore opportunities in engineering, IT, manufacturing, business management, cybersecurity and more at jobs.northropgrumman.com/careers. 

Northrop Grumman is an Equal Opportunity Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. For our complete EEO and pay transparency statement, please visit http://www.northropgrumman.com/EEO. U.S. Citizenship is required for all positions with a government clearance and certain other restricted positions.

Our careers site can be found at jobs.northropgrumman.com/careers. If you are contacted about a job at Northrop Grumman, please verify the email came from the domain @ngc.com before engaging with that contact. If you are contacted by a Northrop Grumman recruiter on LinkedIn, please that their profile includes the verified check mark to ensure the contact is legitimate.","Defense and Space Manufacturing","https://www.linkedin.com/company/northrop-grumman-corporation","Public Company","US",,"Falls Church, VA","2980 Fairview Park Dr, Falls Church, VA 22042, US","2026-02-03T15:59:43.828Z",1629855
"Collins Aerospace","collinsaerospace.com","Space","Collins Aerospace","Collins Aerospace","https://www.rtx.com/collinsaerospace",53028,"10,001+ employees","Collins Aerospace is an RTX business. Our global team dreams, designs and delivers smarter, more connected solutions for passenger safety and comfort, mission success, space exploration, and operational efficiency and sustainability.","Aviation and Aerospace Component Manufacturing","https://www.linkedin.com/company/collins-aerospace","Public Company","US",,"Charlotte, North Carolina","2730 W Tyvola Rd, Charlotte, North Carolina 28217, US","2026-02-03T16:25:37.339Z",1119006
"United Launch Alliance","ulalaunch.com","Space","United Launch Alliance (ULA)","United Launch Alliance (ULA)","http://www.ulalaunch.com",3188,"1,001-5,000 employees","All rockets are not created equal. ULA is the nation’s most experienced, reliable and accurate launch service provider delivering unmatched value, a tireless drive to improve, and commitment to the extraordinary. Vulcan’s inaugural launch marked the beginning of a new era of space capabilities and provides higher performance and greater affordability while offering the world’s only high energy architecture rocket to deliver any payload, at any time, directly to any orbit.","Defense and Space Manufacturing","https://www.linkedin.com/company/ulalaunch","Privately Held","US","2006","Centennial, CO","P.O. Box 3788, Centennial, CO 80155, US","2026-01-30T06:32:29.893Z",127490
"Viasat","viasat.com","Space","Viasat","Viasat","http://www.viasat.com",6649,"5,001-10,000 employees","At Viasat, we go above and beyond. So you can too.

We believe connectivity is a catalyst that can help you unlock more value, improve operations and enable new experiences. We do this by delivering reliable, high-performance connectivity plus advanced digital platforms and services that help you transform every connection into an opportunity.

With over four decades of expertise and one of the world’s most advanced multi-network, multi-orbit satellite connectivity ecosystems, we are always ready to meet the unique demands of governments, businesses and communities. Whether you’re flying at 35,000 feet, operating in remote regions, or leading complex missions, we're here to help you get more out of your connectivity.","Telecommunications","https://www.linkedin.com/company/viasat","Public Company","US","1986","Carlsbad, CA","6155 El Camino Real, Carlsbad, CA 92011, US","2026-02-03T13:36:18.163Z",202185
"Virgin Galactic","virgingalactic.com","Space","Virgin Galactic","Virgin Galactic","http://www.virgingalactic.com",954,"501-1,000 employees","Virgin Galactic is an aerospace and space travel company, pioneering human spaceflight for private individuals and researchers with our advanced air and space vehicles. We are developing a spaceflight system designed to connect the world to the wonder and awe created by space travel and to offer customers a transformative experience.","Aviation and Aerospace Component Manufacturing","https://www.linkedin.com/company/virgin-galactic","Public Company","US",,"Tustin, CA","1700 Flight Way, Tustin, CA 92782, US","2026-02-03T13:43:25.528Z",276340
"Ball Aerospace","ballaerospace.com","Space","Ball Corporation","Ball Corporation","http://www.ball.com",10624,"10,001+ employees","Ball Corporation is a global aluminum packaging company and sustainability leader providing packaging solutions for beverages and personal care and household products. Founded in 1880, the company employs 16,000 people worldwide and produces cans, bottles and aerosol containers. For more information, visit www.ball.com.","Packaging and Containers","https://www.linkedin.com/company/ballcorporation","Public Company","US","1880","Westminster, Colorado","9200 W 108th Circle, Westminster, Colorado 80021, US","2026-02-03T14:12:50.676Z",361066
"Moog Inc","moog.com","Space","Moog Inc.","Moog Inc.","http://www.moog.com",8803,"10,001+ employees","We work on some of the world’s most exciting technical projects, creating products that challenge the limits of what’s possible, from cutting-edge medical technology to space vehicles. Our formula includes one simple, surprising low-tech element that makes us stand out from everyone else:  Trust.

We trust each other to work hard and do the right thing. We give people credit for their ideas.  We take pride in sticking with a problem until it’s solved. We value you for who you are as much as what you can do. We enjoy what we do. And you can do it, too.","Aviation and Aerospace Component Manufacturing","https://www.linkedin.com/company/moog","Public Company","US","1951","East Aurora, NY","400 Jamison Rd., East Aurora, NY 14052, US","2026-02-02T02:02:00.645Z",119573
"The Aerospace Corporation","aerospace.org","Space","The Aerospace Corporation","The Aerospace Corporation","http://www.aerospace.org",5163,"1,001-5,000 employees","The Aerospace Corporation is a leading architect for the nation’s space programs, advancing capabilities that outpace threats to the country’s national security while nurturing innovative technologies to further a new era of space commercialization and exploration. Aerospace’s national workforce of more than 4,600 employees provides objective technical expertise and thought leadership to solve the hardest problems in space and assure mission success for space systems and space vehicles.","Space Research and Technology","https://www.linkedin.com/company/the-aerospace-corporation","Non Profit","US","1960","Chantilly, Virginia","14745 Lee Rd, Chantilly, Virginia 20151, US","2026-02-03T14:36:49.435Z",128059
"Spectrolab","spectrolab.com","Space","Spectrolab","Spectrolab","http://www.spectrolab.com",198,"201-500 employees","Spectrolab, Inc., a wholly owned subsidiary of The Boeing Company, is the world's leading merchant supplier of the Highest-Efficiency Multijunction Solar Cells for Spacecraft Power Systems, with proven reliability drawn from 60 years of space heritage.

Spectrolab's state-of-the-art space solar cells and panels power satellites in Earth's orbit, as well as, the International Space Station. Since its founding in 1956, Spectrolab has led the way in the development of high-efficiency solar cells for space missions. Spectrolab has demonstrated its enduring technological leadership by being the first company to place cells on the moon (Apollo 1969), on the surface of Mars (Rover 2004), and orbit Jupiter (Juno 2016).

See our open positions at https://jobs.boeing.com/search-jobs/Spectrolab","Aviation and Aerospace Component Manufacturing","https://www.linkedin.com/company/spectrolab","Public Company","US",,"Sylmar, California","12500 Gladstone Ave, Sylmar, California 91342, US","2026-01-30T06:41:59.819Z",2609
"EchoStar","echostar.com","Space","EchoStar Corporation","EchoStar Corporation","https://www.echostar.com/",28182,"1,001-5,000 employees","EchoStar Corporation (Nasdaq: SATS) is a premier provider of technology, networking services, television entertainment and connectivity, offering consumer, enterprise, operator and government solutions worldwide under its EchoStar, Boost Mobile, Sling TV, DISH TV, Hughes, HughesNet, HughesON and JUPITER brands.

Tune into the innovation, collaboration and culture that our team members bring to the office every day. We want you to be a part of our journey to build the next generation of technology that transforms the way the world communicates. Our team members are the key to our history of groundbreaking innovation and our continued progress. If you bring an inquisitive curiosity, a sense of pride in your work, an openness to adventure and a drive to win, we’ll provide the structure to take the next step in your career. This is more than just another job, this is your launchpad to achieve your potential and a community dedicated to your growth.","Telecommunications","https://www.linkedin.com/company/echostar-corporation","Public Company","US",,"Englewood, Colorado","9601 S Meridian Blvd, Englewood, Colorado 80112, US","2025-11-27T20:53:06.482Z",30375
"Spire Global","spire.com","Space","Spire","Spire","https://spire.com",508,"201-500 employees","Spire (NYSE: SPIR) is a global provider of space-based data, analytics and space services, offering unique datasets and powerful insights about Earth so that organizations can make decisions with confidence in a rapidly changing world. Spire builds, owns, and operates a fully deployed satellite constellation that observes the Earth in real time using radio frequency technology. The data acquired by Spire’s satellites provides global weather intelligence, ship and plane movements, and spoofing and jamming detection to better predict how their patterns impact economies, global security, business operations and the environment. Spire also offers Space as a Service solutions that empower customers to leverage its established infrastructure to put their business in space. Spire has nine offices across the U.S., Canada, UK, Luxembourg, Germany and Singapore.

Spire is looking for exceptional people to join its team. Challenge yourself, apply today! spire.com/careers","Information Services","https://www.linkedin.com/company/spireglobal","Public Company","US","2012","Vienna, Virginia","8000 Towers Crescent Dr, Suite 1100, Vienna, Virginia 22182, US","2026-02-03T15:56:42.865Z",62358
"Satellogic","satellogic.com","Space","Satellogic","Satellogic","http://www.satellogic.com",177,"201-500 employees","Satellogic is a leading provider of high resolution satellite imagery. We drive real outcomes for our customers with daily, actionable, planetary-scale insights you can trust.
Our low-Earth-orbit satellite constellation and product platform deliver geospatial data at the right cost, making Earth Observation data accessible and affordable to enable better global decision-making.
With more than 200 satellite engineers, operators and product specialists, we are on a mission to deliver a fundamentally better picture of our planet and the many forces that reshape it every day. We bring space down to earth for large enterprises and governments of all sizes who need to see for themselves how our world is changing.","Information Services","https://www.linkedin.com/company/satellogic","Privately Held","UY","2010","Montevideo, Montevideo","Ruta 8, km 17.500, Edificio #324, Montevideo, Montevideo 91600, UY","2026-01-30T05:58:24.829Z",38782
"Kepler Communications","keplercommunications.com","Space","Kepler Communications Inc.","Kepler Communications Inc.","https://kepler.space/",195,"51-200 employees","We are delivering on-orbit data at lightspeed with a constellation of satellites designed to act as Internet exchange points for space-to-space data relay.

Headquartered in downtown Toronto, Kepler is vertically integrated with an in-house production facility, designing and deploying a hybrid optical constellation to modernize communications to missions in LEO and beyond.","Telecommunications","https://www.linkedin.com/company/kepler-communications-inc-","Privately Held","CA","2015","Toronto, Ontario","24 Ward St, Toronto, Ontario M6H 4A6, CA","2026-02-03T12:28:41.607Z",32979
